name,url,rating,num_reviews,location,categories,last_reviews_count,errors_at,address,menu_url,menu_items_scraped_flag,top_food_items
Abyssinia Restaurant and Cafe,/biz/abyssinia-restaurant-and-cafe-phoenix,4.5,211,"Phoenix, AZ","Ethiopian, Coffee & Tea",212,-1,"842 E Indian School Rd, Phoenix, AZ 85014",/menu/abyssinia-restaurant-and-cafe-phoenix,1,"['Sambussa', 'Doro Wat', 'Veggie Combo', 'Abyssinia Signature', 'Firm Tibs', 'Tickle Gomen', 'Key Wat', 'Red Lentils Roll', 'Yebeg Alicha', 'Yebeg Alicha Wat']"
Yard House,/biz/yard-house-glendale-2,3.5,1106,"Phoenix, AZ","Bars, Vegetarian, American (New)",1106,-1,"9401 West Westgate Blvd, Glendale, AZ 85305",/menu/yard-house-glendale-2/appetizers,1,"['Chicken Lettuce Wraps', 'Spicy Tuna Roll', 'Southern Fried Chicken', 'Onion Ring Tower', 'California Roll', 'Street Tacos', 'Clam Chowder', 'French Onion Soup', 'Fish and Chips']"
Gangnam Sushi & Grill,/biz/gangnam-sushi-and-grill-tempe-3,4.0,367,"Phoenix, AZ","Sushi Bars, Japanese, Korean",363,-1,"933 E University Dr, Tempe, AZ 85281",/menu/gangnam-sushi-and-grill-tempe-3,1,"['Bulgogi Bibimbap', 'Vegas Roll', 'California Roll', 'Tempe Roll', 'Salmon Nigiri', 'Teriyaki Chicken Soup Combo', 'Kimchi Stew Soup', '6 Piece Nigiri and 1 Specialty Roll', 'Japchae', 'Chicken Teriyaki']"
Crackers & Co Cafe,/biz/crackers-and-co-cafe-tempe,4.0,501,"Phoenix, AZ","American (Traditional), Breakfast & Brunch, Cafes",499,-1,"1285 W Elliot Rd, Tempe, AZ 85284",/menu/crackers-and-co-cafe-tempe/lunch-menu,1,"[""Crackers' Bleu Eggs Benedict"", 'French Toast', 'Pork Carnitas Melt']"
Koreatown,/biz/koreatown-mesa,4.0,391,"Phoenix, AZ",Korean,391,-1,"1832 W Broadway Rd, Mesa, AZ 85202",/menu/koreatown-mesa,1,"['Spicy Chicken Bulgogi', 'Purple Rice', 'Korean BBQ', 'Spicy Pork Belly', 'Beef Bulgogi', 'Seafood Tofu Soup', 'Kimchi Fried Rice', 'Pork Belly Lettuce Wraps', 'Soft Tofu Soup', 'Short Rib Soup']"
SaBai Modern Thai,/biz/sabai-modern-thai-phoenix,3.5,425,"Phoenix, AZ",Thai,422,-1,"4121 E Thomas Rd, Phoenix, AZ 85018",/menu/sabai-modern-thai-phoenix,1,"['Pad Thai', 'Thai Lettuce Wraps', 'Crab Wonton', 'Coco Soup', 'Avocado Curry', 'Papaya Salad', 'Satay', 'Crispy Thai Rolls', 'Pad Prik King', 'Cashew Chicken']"
Tortas Manny,/biz/tortas-manny-phoenix,5.0,84,"Phoenix, AZ",Mexican,84,-1,"845 W Southern Ave, Phoenix, AZ 85041",/menu/tortas-manny-phoenix,1,"['Carne Asada Torta', 'Torta Cubana', 'Carne Asada Tacos', 'Carne Asada Burrito', 'Vegetarian Torta', 'Fresas Con Crema', 'Pierna', 'Agua Fresca', 'Aguacate']"
Authentic Thai Kitchen,/biz/authentic-thai-kitchen-phoenix-2,4.5,144,"Phoenix, AZ",Thai,144,-1,"4500 N 12th St, Phoenix, AZ 85014",/menu/authentic-thai-kitchen-phoenix-2,1,"['Pad Thai', 'Red Curry', 'Tom Kha Soup', 'Papaya Salad']"
Ziggys Magic Pizza Shop,/biz/ziggys-magic-pizza-shop-phoenix,4.0,62,"Phoenix, AZ",Pizza,62,-1,"401 W Van Buren St, Phoenix, AZ 85003",/menu/ziggys-magic-pizza-shop-phoenix,1,[]
Marisa’s Mexican Seafood Cocina,/biz/marisas-mexican-seafood-cocina-phoenix,4.0,79,"Phoenix, AZ","Seafood, Mexican",79,-1,"4211 W Bethany Home, Phoenix, AZ 85019",/menu/marisas-mexican-seafood-cocina-phoenix,1,"['Fish Tacos', 'Red Snapper', 'Mariscos', 'Spicy Shrimp Tacos', 'Costa Azul Bacon Wrapped Shrimp', 'La Torre China', 'Aquachile', 'Carne Asada Tacos', 'Queso Fundido', 'Shrimp Quesadilla']"
Superdawg Drive-In,/biz/superdawg-drive-in-chicago-2,4.0,1558,"Chicago, IL","Hot Dogs, Burgers",1558,"[(1400, 1557)]","6363 N Milwaukee Ave, Chicago, IL 60646",,0,"['Whoopskidawg', 'Whoopercheesie', 'Supercheesie', 'Superfries', 'Superveggies']"
Hog Wild Pit Bar-B-Q,/biz/hog-wild-pit-bar-b-q-phoenix,4.0,187,"Phoenix, AZ",Barbeque,187,-1,"4046 East Thomas Rd, Phoenix, AZ 85018",/menu/hog-wild-pit-bar-b-q-phoenix,1,"['Carolina Pulled Pork Sandwich', '3 Meats BBQ Dinner', 'Open Face Sandwich']"
Chick-fil-A,/biz/chick-fil-a-phoenix-9,4.0,205,"Phoenix, AZ",Fast Food,205,-1,"1601 E Camelback Rd, Phoenix, AZ 85016",/menu/chick-fil-a-phoenix-9,1,[]
Jin BBQ,/biz/jin-bbq-mesa,4.5,87,"Phoenix, AZ","Korean, Barbeque",84,-1,"111 South Dobson Road 104, Mesa, AZ 85202",/menu/jin-bbq-mesa,1,"['Beef Short Rib Soup', 'Kimchi Stew', 'Beef Brisket Soybean Paste Stew']"
Torchio Pasta Bar,/biz/torchio-pasta-bar-chicago,4.5,153,"Chicago, IL",Italian,153,-1,"738 N Wells St, Chicago, IL 60654",/menu/torchio-pasta-bar-chicago,1,"['Cacio E Pepe Pasta', 'Tiramisu', 'Meatballs', 'Ligurian Olive Oil Cake', 'Semolina Gnocchi', 'Arugula Salad', 'Fresh Vegetable Pappardelle Pasta', 'Giovannas Bolognese Pasta', 'Orecchiette, Sausage and Broccoli Rabe Pasta', 'Spaghetti Carbonara Pasta']"
Flat & Point,/biz/flat-and-point-chicago-2,4.0,90,"Chicago, IL",American (New),90,-1,"3524 W Fullerton Ave, Chicago, IL 60647",/menu/flat-and-point-chicago-2,1,"['Meringue Apple Pie', 'Chicken Liver', 'Charcuterie Sandwich', 'Pork and Polenta', 'Truffle Confit', 'Pulled Pork Sandwich', 'Roasted Delicata Squash', 'Offal Lasagna', 'Pork Ribs', 'Chef Special']"
ML Kitchen,/biz/ml-kitchen-chicago-2,4.0,152,"Chicago, IL","Chinese, Asian Fusion, Chicken Wings",152,-1,"1138 W Taylor St, Chicago, IL 60607",/menu/ml-kitchen-chicago-2,1,"['Dry Chili Chicken', 'Crab Rangoon', 'Mongolian Beef', 'Orange Chicken', 'Walnut Shrimp', 'Hot Pepper Chicken in Casserole', 'Xiao Long Bao', 'Malaysian Style Chow Fun', 'Salt and Pepper Eggplant', 'Sesame Chicken']"
Amarit Thai & Sushi,/biz/amarit-thai-and-sushi-chicago-4,3.5,372,"Chicago, IL","Thai, Sushi Bars",373,-1,"600 S Dearborn St, Chicago, IL 60605",/menu/amarit-thai-and-sushi-chicago-4,1,"['Pad Thai', 'Pineapple Fried Rice', 'Crab Rangoon', 'Tom Yum Soup', 'Pad See Eiw', 'Orange Chicken', 'Green Papaya Salad', 'Pineapple Curry Shrimp', 'Shrimp Wonton Soup', 'Sesame Chicken']"
Lonesome Rose,/biz/lonesome-rose-chicago,4.0,308,"Chicago, IL","Bars, Mexican",308,-1,"2101 N California Ave, Chicago, IL 60647",/menu/lonesome-rose-chicago,1,"['Fire Chicken 2.0', 'Carne Asada', 'Baja Fish', 'Chile Con Queso']"
Hot Woks Cool Sushi,/biz/hot-woks-cool-sushi-chicago,3.5,374,"Chicago, IL","Sushi Bars, Chinese, Beer, Wine & Spirits",374,"[(300, 373)]","3930 N Pulaski Rd, Chicago, IL 60641",/menu/hot-woks-cool-sushi-chicago,1,"['Crab Rangoon', 'Pad Thai', 'Bento Boxes', 'Spring Rolls', 'Panang Curry', 'Fukudome', 'Mega Vega', 'Gyoza', 'Dragon', 'Crunchy Spicy Tuna Maki']"
Old Jerusalem,/biz/old-jerusalem-chicago,4.0,376,"Chicago, IL",Middle Eastern,376,"[(240, 375)]","1411 N Wells St, Chicago, IL 60610",/menu/old-jerusalem-chicago/beverages,1,"['Lentil Soup', 'Falafel Sandwich', 'Shawirma', 'Combination Platter', 'Kefta Kabob']"
Nogales Hot Dogs,/biz/nogales-hot-dogs-phoenix-3,4.5,171,"Phoenix, AZ",Hot Dogs,171,-1,"1945 E Indian School Rd, Phoenix, AZ 85016",/menu/nogales-hot-dogs-phoenix-3,1,"['Sonoran Dog', 'Salsa Verde', 'Champurrado']"
The Barbecue Company Grill and Cafe,/biz/the-barbecue-company-grill-and-cafe-phoenix-2,3.5,155,"Phoenix, AZ",Barbeque,155,-1,"4636 S 36th St, Phoenix, AZ 85040",/menu/the-barbecue-company-grill-and-cafe-phoenix-2/bbq-grill-cafe-menu,1,"['Pulled Pork', 'Sliced Brisket Plate', 'Rib Tip Plate', 'Chicken Platter']"
Tam’s,/biz/tams-phoenix,4.0,71,"Phoenix, AZ",Chinese,71,-1,"1714 E Broadway Rd, Phoenix, AZ 85040",/menu/tams-phoenix,1,"['Pork Fried Rice', 'Fried Chicken Wings', 'Jalapeno Chicken Wings', 'Mongolian Beef', 'Sweet & Sour Wings']"
Josephine,/biz/josephine-phoenix,4.5,50,"Phoenix, AZ",American (New),50,-1,"218 E Portland St, Phoenix, AZ 85004",/menu/josephine-phoenix,1,"['New Orleans Cajun Spring Roll', 'Scallops', 'Chilean Sea Bass', 'Salmon Crudo', 'Chili Crab Galette', 'Moroccan Couscous Salad', 'Snake River Farms Waygu Spinalis', 'Shishito', 'Chicken Satay', 'Steak Tartare']"
The Smith,/biz/the-smith-chicago,4.0,185,"Chicago, IL",American (New),186,-1,"400 N Clark St, Chicago, IL 60654",/menu/the-smith-chicago,1,"['Benedict Johnny', 'Spicy Salmon Tartare Lunch', 'Cinnamon Churro Waffles', 'Ricotta Gnocchi', 'Short Rib Dinner', 'Squid Ink Spaghetti', 'Skirt Steak', 'Avocado Toast', 'Brick Pressed Chicken']"
The Habit Burger Grill,/biz/the-habit-burger-grill-phoenix-2,4.0,192,"Phoenix, AZ","Burgers, Sandwiches",192,-1,"530 W McDowell Rd, Phoenix, AZ 85003",/menu/the-habit-burger-grill-phoenix-2,1,"['Double Char Burger', 'Veggie Burger', 'Albacore Tuna Sandwich', 'Garden Salad']"
Garcia’s,/biz/garcias-phoenix-5,3.0,151,"Phoenix, AZ",Mexican,151,-1,"4601 E Thomas Rd, Phoenix, AZ 85018",/menu/garcias-phoenix-5,1,"['Cheese Crisp', 'Street Tacos', 'Fajita Salad', 'Grilled Fish Tacos', 'Steak Fajitas']"
New India Bazaar,/biz/new-india-bazaar-phoenix,3.5,181,"Phoenix, AZ","Grocery, Indian, Buffets",181,-1,"2544 N 7th St, Phoenix, AZ 85006",/menu/new-india-bazaar-phoenix,1,"['Butter Chicken', 'Chicken Tikka', 'Samosa', 'Chicken Tikka Masala', 'Palak Paneer', 'Gulab Jamun', 'Chicken Curry']"
Tru Burger,/biz/tru-burger-phoenix-2,4.5,120,"Phoenix, AZ","Bars, Salad, American (Traditional)",120,-1,"2535 N Central Ave, Phoenix, AZ 85004",/menu/tru-burger-phoenix-2/main-menu,1,"['Whiskey BBQ Burger', 'Green Chili Burger', 'Habanero Burger', 'Tru Bistro Burger', 'California Burger', 'Buffalo Chicken']"
Harold’s Chicken,/biz/harold-s-chicken-phoenix,3.0,51,"Phoenix, AZ",Chicken Wings,51,-1,"1635 E Baseline Rd, Phoenix, AZ 85042",/menu/harold-s-chicken-phoenix,1,[]
Jimmy’s Hot Dogs,/biz/jimmys-hot-dogs-phoenix-3,4.0,111,"Phoenix, AZ","Hot Dogs, Sandwiches",111,-1,"4022 E Broadway Rd, Phoenix, AZ 85040",/menu/jimmys-hot-dogs-phoenix-3,1,"['Chicago Dog', 'Italian Beef Sandwich', 'Chili Cheese Dog', 'Double Dog', 'Jumbo Dog', 'Corn Dog', 'Tamale Boat', 'Fire Dog']"
RL Restaurant,/biz/rl-restaurant-chicago,4.0,737,"Chicago, IL","American (New), Steakhouses, Sandwiches",737,-1,"115 E Chicago Ave, Chicago, IL 60611",/menu/rl-restaurant-chicago/lunch-menu,1,"['Lobster Bisque', 'Rl Burger', 'Crab Cake', 'Steak Diane', 'Crab Cake Benedict', 'Lobster Club', 'Caesar', 'Escargots', 'Short Ribs A La Peele', 'Beef Carpaccio']"
Game Seven Grill,/biz/game-seven-grill-phoenix,2.0,119,"Phoenix, AZ","American (Traditional), Barbeque, Burgers",119,-1,"201 S 4th St, Phoenix, AZ 85034",/menu/game-seven-grill-phoenix,1,[]
Chambers on First,/biz/chambers-on-first-phoenix,4.0,104,"Phoenix, AZ","American (New), Pubs",104,-1,"705 N 1st St, Phoenix, AZ 85004",/menu/chambers-on-first-phoenix,1,"['Sliced Ribeye Sandwich', 'Tuna Melt', 'Crab Cakes']"
Sauce Pizza & Wine,/biz/sauce-pizza-and-wine-phoenix-4,4.0,166,"Phoenix, AZ","Pizza, Italian, Salad",166,-1,"25 E Camelback Rd, Phoenix, AZ 85012",/menu/sauce-pizza-and-wine-phoenix-4/main-menu,1,"['Caprese', 'Wild Mushroom', 'Spicy Chicken Sausage', 'Chicken Pesto', 'Suprema', 'Caprese Bruschetta']"
Pho Bar Central,/biz/pho-bar-central-phoenix-3,3.5,83,"Phoenix, AZ",Vietnamese,83,-1,"2836 E Indian School Rd, Phoenix, AZ 85016",/menu/pho-bar-central-phoenix-3,1,"['Spicy Tuna Poke Bowl', 'Octopus', 'Veggie Pho', 'Seaweed Salad', 'Masago', 'Vegetarian Pho']"
ProteinHouse - Arcadia,/biz/proteinhouse-arcadia-phoenix,3.5,144,"Phoenix, AZ","Juice Bars & Smoothies, Health Markets, American (Traditional)",144,-1,"3141 E Indian School Rd, Phoenix, AZ 85016",/menu/proteinhouse-arcadia-phoenix,1,"['Thai Monster Bowl', 'Protein House Chopped Salad', 'Mediterranean Wrap', 'Berry Lovers Salad']"
Small Cheval - Wells,/biz/small-cheval-wells-chicago,4.5,231,"Chicago, IL",Burgers,231,-1,"1345 N Wells St, Chicago, IL 60610",/menu/small-cheval-wells-chicago,1,"['Double Cheeseburger', 'Bacon Cheeseburger', 'Kensington', 'Baileys']"
Brazilian Bowl,/biz/brazilian-bowl-chicago-6,4.0,163,"Chicago, IL",Brazilian,163,-1,"3200 W Lawrence Ave, Chicago, IL 60625",/menu/brazilian-bowl-chicago-6,1,"['Shrimp Bobo', 'Feijoada', 'Super Healthy Acai Bowls', 'Brazilian Burger', 'Beef Acebolado', 'Steak And Mango Salad', 'Lasagna', 'Shrimp Tacos', 'Pastel Empanada']"
Waffle House,/biz/waffle-house-phoenix,3.0,121,"Phoenix, AZ","Breakfast & Brunch, Diners, American (Traditional)",122,-1,"3363 E University Dr, Phoenix, AZ 85034",,0,[]
SoJu BBQ,/biz/soju-bbq-chicago,4.5,96,"Chicago, IL","Korean, Asian Fusion, Chicken Wings",96,"[(0, 95)]","36 S Ashland, Chicago, IL 60607",/menu/soju-bbq-chicago,1,"['Grilled Pork Belly', 'Korean Style Brisket', 'Rib Eye Bulgogi', 'Soju Ribs Kalbi', 'Spicy Rice Cake Skewers', 'Korean Fried Chicken Wings']"
Knock Kneed Lobster,/biz/knock-kneed-lobster-phoenix,3.5,228,"Phoenix, AZ","Seafood, Fish & Chips",227,-1,"3202 E Washington St, Phoenix, AZ 85034",/menu/knock-kneed-lobster-phoenix,1,"['Fish and Chips', 'Fish Tacos', 'Fried Fish', 'Fried Zucchini', 'Shrimp and Chips', 'Jumbo Shrimp', 'Fried Clams']"
Brazilian Bowl,/biz/brazilian-bowl-chicago,4.0,473,"Chicago, IL",Brazilian,473,-1,"3204 N Broadway St, Chicago, IL 60657",/menu/brazilian-bowl-chicago/desserts,1,"['Brazilian Beef Stroganoff', 'Shrimp Bobo', 'Acai Bowl', 'Beef Acebolado Angus Steak', 'Pork Loin', 'Veggie Bowl', 'Sausage Bowl', 'Vegetarian Bowl', 'Kibe', 'Ipanema']"
Tuscan Hen Market,/biz/tuscan-hen-market-chicago,4.5,93,"Chicago, IL","Pasta Shops, Italian, Delis",93,-1,"4019 N Damen, Chicago, IL 60618",/menu/tuscan-hen-market-chicago,1,"['Chicken Pesto Sandwich', 'Meatball', ""Mrs. Morelli's Meatball Sub"", 'Barone Italian Beef', 'Al Caprese Sandwich']"
Ike’s Love & Sandwiches,/biz/ikes-love-and-sandwiches-phoenix,4.0,158,"Phoenix, AZ","Gluten-Free, Sandwiches, Vegan",158,-1,"910 N 4th St, Phoenix, AZ 85004",/menu/ikes-love-and-sandwiches-phoenix,1,"['Menage a Trois Sandwich', 'Going Home for Thanksgiving Sandwich', 'Tony Soprano Sandwich', 'Matt Cain Sandwich', 'Jake the Snake Sandwich', 'Vegan Handsome Owl Sandwich']"
Carne Asada,/biz/carne-asada-mesa-2,4.5,146,"Phoenix, AZ","Tacos, Hot Dogs",146,-1,"67 N Dobson Rd, Mesa, AZ 85201",/menu/carne-asada-mesa-2,1,"['Bacon Wrapped Hot Dog', 'Grilled Chicken', 'Aguas Frescas', 'Sonoran Dogs', 'Limonada', 'Hot Cheeto Burrito']"
Taco Mich,/biz/taco-mich-phoenix-2,3.0,106,"Phoenix, AZ",Mexican,106,-1,"1602 E McDowell Rd, Phoenix, AZ 85006",/menu/taco-mich-phoenix-2,1,"['Al Pastor Tacos', 'Carne Asada Tacos', 'Enchiladas']"
My Three Girls,/biz/my-three-girls-phoenix,4.5,60,"Phoenix, AZ","Bakeries, Desserts, Sandwiches",61,-1,"4801 E Indian School Rd, Phoenix, AZ 85018",/menu/my-three-girls-phoenix,1,"['The Berry Blast Salad', 'Homemade Chicken Noodle Soup', 'Tomato Basil Soup', 'Mashed Avocado Toast']"
Yolk River North,/biz/yolk-river-north-chicago-2,4.0,1213,"Chicago, IL","Breakfast & Brunch, American (Traditional), Coffee & Tea",1213,"[(1000, 1212)]","747 N Wells, Chicago, IL 60654",/menu/yolk-river-north-chicago-2/main-menu,1,"['Eggs Benedict', 'Red Velvet French Toast', 'Banana Nut Bread French Toast', 'Cinnamon Roll French Toast', 'Smoked Salmon Scrambler', 'West Coast Crepes', 'South of the Border Benny', 'Nutella Crepes', 'Bacon Waffle', 'Santa Fe Frittata']"
Streets of New York,/biz/streets-of-new-york-phoenix,3.0,137,"Phoenix, AZ","Pizza, Italian, Sandwiches",137,-1,"214 E Camelback Rd, Phoenix, AZ 85012",/menu/streets-of-new-york-phoenix/pizza-menu,1,"['Pepperoni Pizza', 'New York Pizza', 'Meatballs']"
Lennys Burger,/biz/lennys-burger-phoenix-2,2.5,77,"Phoenix, AZ",Burgers,77,-1,"2737 W Indian School Rd, Phoenix, AZ 85017",/menu/lennys-burger-phoenix-2,1,"['Garlic Mushroom Burger', 'Mexican Burger', 'Grilled Chicken Salad']"
Maui Pasta,/biz/maui-pasta-scottsdale-3,4.5,193,"Phoenix, AZ","Pasta Shops, Italian",193,-1,"7704 E Doubletree Ranch Rd, Scottsdale, AZ 85258",/menu/maui-pasta-scottsdale-3,1,"['Baked Ziti Family Meal', 'Baked Short Rib Cannelloni', 'Tiramisu', 'Fettuccine Alfredo Family Meal', 'Spaghetti Carbonara', 'Breaded Ravioli', 'Burata Caprese Salad', 'Breaded Stuffed Artichoke Hearts', 'Cannoli', 'Panna Cotta']"
Basilic Vietnamese Kitchen,/biz/basilic-vietnamese-kitchen-phoenix-2,4.0,111,"Phoenix, AZ","Vietnamese, Beer, Wine & Spirits, Soup",111,-1,"101 E McDowell Rd, Phoenix, AZ 85004",/menu/basilic-vietnamese-kitchen-phoenix-2,1,"['Fresh Spring Rolls', 'Spicy Lemongrass Chicken', 'Fresh Grill Beef Rolls', 'Grilled Beef Pho Bowl', 'Grill Pork Bowl', 'Grilled Pork Sandwich', 'Chicken Curry Noodles Soup Bowl', 'Spicy Rare Beef Lime Salad', 'Duck', 'Seafood']"
Humboldt Haus Sandwich Bar,/biz/humboldt-haus-sandwich-bar-chicago-2,4.5,183,"Chicago, IL","Sandwiches, Sports Bars",184,-1,"2958 W North Ave, Chicago, IL 60647",/menu/humboldt-haus-sandwich-bar-chicago-2,1,"['West Sider Sandwich', 'The Blvd Sandwich', 'Italian Sandwich', 'Turkey Sandwich']"
Wildflower - Crown,/biz/wildflower-crown-phoenix,4.5,84,"Phoenix, AZ","Sandwiches, Breakfast & Brunch, Salad",84,-1,"5813 N 7th St, Phoenix, AZ 85014",/menu/wildflower-crown-phoenix,1,"['Potato Cream Cheese Soup', 'Chopped Salad', 'Asian Chicken Salads', 'Honey Cured Ham and Swiss', 'Cinnamon Brioche French Toast', 'Chicken Pistachio Salad', 'Sweet Potato Sandwich', 'Brisket Sandwich', 'Rueben']"
Troquet River North,/biz/troquet-river-north-chicago-2,4.0,350,"Chicago, IL","Bars, French",350,-1,"111 W Huron St, Chicago, IL 60654",/menu/troquet-river-north-chicago-2/breakfast-menu,1,"['Steak and Eggs Tartine', 'Croque Madame', 'Troquet Omelette', 'Pain Perdu', 'Troquet Burger', 'Croque Monsieur']"
Truluck’s,/biz/trulucks-chicago-2,4.0,225,"Chicago, IL","Steakhouses, Seafood",225,-1,"41 E Chestnut St, Chicago, IL 60611",/menu/trulucks-chicago-2/dinner-menu,1,"['Crab Fried Rice', 'Oysters', 'Lobster Bisque', 'Filet', 'Jumbo Lump Crab Cake', 'Fresh Florida Stone Crab Claw Platter', 'Escargot', 'Prime King Crab Leg', 'Clam Chowder', 'Fresh Florida Stone Crab Claws']"
Punta Cana Restaurant,/biz/punta-cana-restaurant-chicago,4.5,82,"Chicago, IL",Dominican,82,-1,"2200 N Kimball Ave, Chicago, IL 60647",/menu/punta-cana-restaurant-chicago,1,"['Arroz Con Pollo Chicken Rice', 'Bistec Encebollado Onion Steak', 'Chivo Guisado Goat Stew', 'Rabo Encendido Oxtail Stew']"
Yolk - South Loop,/biz/yolk-south-loop-chicago,4.0,2217,"Chicago, IL","Breakfast & Brunch, American (Traditional), Coffee & Tea",2218,"[(800, 2217)]","1120 S Michigan Ave, Chicago, IL 60605",/menu/yolk-south-loop-chicago/main-menu,1,"['Eggs Benedict', 'Red Velvet French Toast', 'Nutella Crepes', 'Banana Nut Bread French Toast', 'Nutella Crepe', 'Cinnamon Roll French Toast', 'Countryside Skillet', 'Santa Fe Frittata', 'West Coast Crepes', 'South of the Border Benny']"
Taco Diablo,/biz/taco-diablo-evanston,4.0,373,"Chicago, IL","Mexican, Bars",373,"[(280, 372)]","1026 Davis St, Evanston, IL 60201",,0,"['Tacos', 'Carne Asada', 'Chicken Tinga', 'Smoked Brisket', 'Pork Carnitas', 'Crispy Fish Tacos', 'Pork Belly and Chicharrons', 'Duck and Pork Chorizo', 'Grilled Shrimp Ensalada', 'Chicken Mole']"
Panes Bread Cafe,/biz/panes-bread-cafe-chicago,4.5,750,"Chicago, IL","Sandwiches, Desserts, Salad",750,-1,"3002 N Sheffield Ave, Chicago, IL 60657",/menu/panes-bread-cafe-chicago,1,[]
Summer House Santa Monica,/biz/summer-house-santa-monica-chicago-4,4.0,2334,"Chicago, IL",American (Traditional),2331,"[(1240, 2331), (0, 1)]","1954 N Halsted St, Chicago, IL 60614",/menu/summer-house-santa-monica-chicago-4/kids-menu,1,"['Avocado Toast', 'Spicy Roasted Cauliflower', 'Brussels Sprouts Salad', 'Rice Krispies Treats Kit', 'Rice Krispy Treat', 'Sea Salt-chocolate Chip']"
Lucy’s,/biz/lucys-chicago-3,4.5,71,"Chicago, IL","Chicken Shop, Ice Cream & Frozen Yogurt, American (Traditional)",69,-1,"4570 N Broadway Ave, Chicago, IL 60640",/menu/lucys-chicago-3,1,"['Spicy Fried Chicken', 'Juicy Lucy Burger', 'Classic Burger', 'Signature Spicy Fried Chicken', 'BLT Burger', 'Buffalo Fried Chicken Sandwich', 'Bacon Jam Fried Chicken Sandwich', 'BBQ Pork Sandwich', 'Bleu Burger']"
Sel,/biz/sel-scottsdale-2,4.5,173,"Phoenix, AZ",American (New),173,-1,"7044 E Main St, Scottsdale, AZ 85251",/menu/sel-scottsdale-2/dinner-menu,1,"['Grilled Portuguese Piri Piri Chicken', 'Roasted Cauliflower-white Truffle Soup', 'Meatloaf Wrapped in Applewood Bacon', 'Roasted Beet Salad', 'Flourless Chocolate Tiramisu']"
Rodiberto’s Mexican Food,/biz/rodibertos-mexican-food-phoenix,4.0,50,"Phoenix, AZ",Mexican,50,-1,"814 N Central Ave, Phoenix, AZ 85004",/menu/rodibertos-mexican-food-phoenix,1,"['Carne Asada Burrito', 'Tamales', 'Chimichanga']"
Epic Wings,/biz/epic-wings-glendale,4.5,86,"Phoenix, AZ",Chicken Wings,87,-1,"9524 W Camelback Rd, Glendale, AZ 85305",/menu/epic-wings-glendale,1,"['Cinnabites', 'Boneless Wings', 'Honey BBQ', 'Carne Asada']"
Pitic Restaurant,/biz/pitic-restaurant-phoenix-2,4.0,74,"Phoenix, AZ","Mexican, Seafood",74,-1,"1580 E Pima St, Phoenix, AZ 85034",/menu/pitic-restaurant-phoenix-2/main-menu,1,"['Cheese Enchilada', 'Chile Relleno', 'Albondigas', 'Carne Asada Tacos', 'Taco Combo']"
Olive Mediterranean Grill,/biz/olive-mediterranean-grill-chicago-3,4.0,253,"Chicago, IL","Mediterranean, Middle Eastern, Greek",253,-1,"1001 W North Ave, Chicago, IL 60642",/menu/olive-mediterranean-grill-chicago-3,1,"['Chicken Shawarma Sandwich', 'Chicken Kabob Sandwich', 'Omg Plate', 'Mediterranean Salad', 'Steak Shawarma Sandwich', 'Mediterranean Chicken Sandwich', 'Lentil Soup', 'Chickpea Salad', 'Falafel Sandwich', 'Steak Kabob Sandwich']"
Rosebud on Rush,/biz/rosebud-on-rush-chicago-2,4.0,873,"Chicago, IL","Italian, Breakfast & Brunch, Steakhouses",874,"[(580, 873), (0, 0)]","720 N Rush St, Chicago, IL 60611",/menu/rosebud-on-rush-chicago-2,1,"['Fettuccine Alfredo', 'Chicken Parm', 'Tortellini Carbonara', 'Caprese Salad', 'Spaghetti and Meatballs', 'Rigatoni Alla Vodka', 'Fried Calamari', 'Eggplant Salad', 'Stuffed Mushrooms', 'Traditional Eggs Benedict']"
Szechwan Noodle,/biz/szechwan-noodle-tempe,4.5,113,"Phoenix, AZ",Szechuan,113,-1,"3330 S Price Rd, Tempe, AZ 85282",/menu/szechwan-noodle-tempe/traditional-dishes,1,"['Dan-dan Noodle', 'Mongolian Beef', 'Wonton', 'Boiled Fish', 'Hot & Sour Soup', 'Instant Spicy Steampot', 'Sweet & Sour Pork Ribs', 'Dumplings', 'Twice Cooked Pork-belly', 'Kung-pao Chicken']"
Princess Mediterranean Market & Deli,/biz/princess-mediterranean-market-and-deli-mesa,4.5,485,"Phoenix, AZ","Mediterranean, Middle Eastern, Grocery",479,-1,"2620 W Broadway Rd, Mesa, AZ 85202",/menu/princess-mediterranean-market-and-deli-mesa,1,"['Baklava', 'Arabic Salad', 'Princess Combo', 'Lamb Shank Entree', 'Tabouleh', 'Lentil Soup', 'Greek Salad', 'Shawarma Combo', 'Baba Ghannouge', 'Spinach Pie']"
The Hampton Social - River North,/biz/the-hampton-social-river-north-chicago-2,4.0,1100,"Chicago, IL","Seafood, Breakfast & Brunch, American (New)",1100,-1,"353 W Hubbard St, Chicago, IL 60654",/menu/the-hampton-social-river-north-chicago-2/lunch-menu,1,"['Lobster Roll', 'Wild Berry French Toast', 'E. Clam Chowder', 'Shrimp Tacos', 'Avocado Toast', 'Jar of King Crab', 'Deviled Eggs', 'Steak Frites', 'Beach Bowl']"
Lalo’s Mexican Restaurant,/biz/lalos-on-maxwell-chicago,2.5,421,"Chicago, IL",Mexican,420,"[(20, 419)]","733 W Maxwell St, Chicago, IL 60607",/menu/lalos-on-maxwell-chicago,1,[]
