name,url,rating,num_reviews,location,categories,last_reviews_count,errors_at,address,menu_url,menu_items_scraped_flag,top_food_items
III Forks,/biz/iii-forks-chicago-2,3.5,468,"Chicago, IL",Steakhouses,468,-1,"180 N Field Blvd, Chicago, IL 60601",/menu/iii-forks-chicago-2/wine-and-cocktails,1,"['Filet Mignon', 'Prime Double-cut Pork Chop', 'Usda Prime New York Strip', 'Wedge Salad', 'Caesar Salad', 'Crabcake']"
Mayan Palace Mexican Cuisine,/biz/mayan-palace-mexican-cuisine-chicago-2,4.0,567,"Chicago, IL",Mexican,567,-1,"2721 N Halsted St, Chicago, IL 60614",/menu/mayan-palace-mexican-cuisine-chicago-2,1,"['Ceviche', 'Flan', 'Chicken Fajitas']"
Rocking Horse,/biz/rocking-horse-chicago-2,3.5,502,"Chicago, IL","Pubs, American (New), Tacos",502,-1,"2535 N Milwaukee Ave, Chicago, IL 60647",/menu/rocking-horse-chicago-2,1,"['Veggie Burger', 'Buffalo Chicken Sandwich', 'Loaded Veggie Burger']"
New York Bagels ‘N Bialys,/biz/new-york-bagels-n-bialys-scottsdale-8,4.0,386,"Phoenix, AZ","Bagels, Delis, Breakfast & Brunch",386,-1,"10320 N Scottsdale Rd, Scottsdale, AZ 85253",/menu/new-york-bagels-n-bialys-scottsdale-8,1,"['Egg-a-bagel', 'Egg A Bagel Pile-up', 'Matzo Ball Soup', 'New Yorker Sandwich']"
McDonald’s,/biz/mcdonalds-chicago-178,2.5,382,"Chicago, IL","Fast Food, Burgers, Coffee & Tea",382,-1,"600 N Clark, Chicago, IL 60610",,0,"['Drunken Quarter Pounder', 'Baklava', 'Elvis', 'Double Cheeseburger']"
Basil & Garlic Bistro,/biz/basil-and-garlic-bistro-scottsdale,4.5,375,"Phoenix, AZ","Pizza, Italian, Sandwiches",375,-1,"9330 E Poinsettia Dr, Scottsdale, AZ 85260",/menu/basil-and-garlic-bistro-scottsdale,1,"['Basil & Garlic Pizza', 'Basil and Garlic', 'Meatballs', 'Lasagna', 'Antipasto Salad', 'Bruschetta', 'Bolognese', 'Cannoli', 'Chicken, Meatball, Sausage or Eggplant Parm', 'Vongole']"
Reno,/biz/reno-chicago,4.0,499,"Chicago, IL","American (Traditional), Pizza, Bagels",499,-1,"2607 N Milwaukee Ave, Chicago, IL 60647",/menu/reno-chicago,1,"['Fancy Nancy Pizza', 'Cowboy Killer Sandwich', 'Popeye Pizza', 'Gnocchi', 'Chilaquiles', 'Master Blaster Sandwich Lunch', 'Olive and Herb Bagel', 'Sesame Bagel', 'Hook Sandwich', 'Cavatelli']"
The Grafton,/biz/the-grafton-chicago,4.0,505,"Chicago, IL","Pubs, Irish",505,-1,"4530 N Lincoln Ave, Chicago, IL 60625",/menu/the-grafton-chicago/main-menu,1,"['Beef & Guinness Stew', 'Irish Breakfast', 'Grass Fed Burger', 'Salmon Club']"
Bistronomic,/biz/bistronomic-chicago,4.0,592,"Chicago, IL","American (New), French, Steakhouses",592,-1,"840 N Wabash Ave, Chicago, IL 60611",/menu/bistronomic-chicago/dinner,1,"['Baked Alaska', 'Prime Beef Short Ribs', 'Hand Cut Ahi Tuna Tartare', ""My Mother's Steak Frites"", 'Crispy House Cured Duck Confit', 'Croque Madame', 'Pei Black Mussels', 'Wild Mushroom Omelette', 'Eggs Benedict', 'Brioche French Toast']"
Bagel Restaurant & Deli,/biz/bagel-restaurant-and-deli-chicago,3.5,503,"Chicago, IL","Delis, Sandwiches, American (Traditional)",502,-1,"3107 N Broadway St, Chicago, IL 60657",/menu/bagel-restaurant-and-deli-chicago,1,"['Mish-mash Soup', 'Reuben', 'Chopped Liver']"
Krolls South Loop,/biz/krolls-south-loop-chicago,3.0,504,"Chicago, IL","American (Traditional), Sports Bars, Pizza",504,-1,"1736 S Michigan Ave, Chicago, IL 60616",/menu/krolls-south-loop-chicago/breakfast-menu,1,[]
Mrs. Murphy & Sons Irish Bistro,/biz/mrs-murphy-and-sons-irish-bistro-chicago,4.0,472,"Chicago, IL","Irish, Pubs",472,-1,"3905 N Lincoln Ave, Chicago, IL 60613",/menu/mrs-murphy-and-sons-irish-bistro-chicago,1,"['Fish and Chips', 'Corned Beef and Cabbage', 'Amish Chicken', 'Irish Breakfast', 'Potato Leek Soup', 'Pub Burger', 'Oysters', 'Cheese Rarebit', 'Oat Crusted Rainbow Trout', 'Pulled Pork']"
Maria’s Mexican Restaurant,/biz/marias-mexican-restaurant-chicago-3,3.5,482,"Chicago, IL",Mexican,482,-1,"9440 W Foster Ave, Chicago, IL 60656",/menu/marias-mexican-restaurant-chicago-3/lunch-menu,1,"['Tacos', 'Quesadillas', 'Carne Asada', 'Steak Fajitas', 'Chicken Fajitas', 'Ceviche', 'Enchiladas Verdes', 'Mini Chimichangas', 'Tostadas', 'Queso Fundido']"
Mirai Sushi - Wicker Park,/biz/mirai-sushi-wicker-park-chicago,4.0,516,"Chicago, IL","Sushi Bars, Japanese",516,-1,"2020 W Division St, Chicago, IL 60622",/menu/mirai-sushi-wicker-park-chicago,1,"['Tuna Tuna Salmon', 'Spicy Mono', 'Spicy Tuna', 'Otoro', 'Unagi Trio', 'Zuke', 'Shrimp Togarashi', 'Bin Cho']"
Federales,/biz/federales-chicago,3.5,478,"Chicago, IL","Mexican, Bars, Venues & Event Spaces",478,-1,"180 North Morgan St, Chicago, IL 60607",/menu/federales-chicago/to-go-menu,1,"['Brisket', 'Churros', 'Smoked Chicken Quesadillas', 'Queso Fundido']"
M Burger,/biz/m-burger-chicago,3.5,514,"Chicago, IL","Burgers, Fast Food, Ice Cream & Frozen Yogurt",514,-1,"161 E Huron St, Chicago, IL 60611",/menu/m-burger-chicago,1,"['Cheeseburger', 'Hurt Burger', 'Nurse Betty', 'The Impossible Burger', 'Turkey Burger']"
Señor Pan Cafe,/biz/se%C3%B1or-pan-cafe-chicago-4,4.0,477,"Chicago, IL","Cuban, Desserts, Breakfast & Brunch",477,-1,"4612 W Fullerton Ave, Chicago, IL 60639",/menu/se%C3%B1or-pan-cafe-chicago-4,1,"['Ropa Vieja', 'Empanadas', 'Senor Pan Combo', 'Tostones', 'Mariquitas', 'Croquetas', 'Lechon Asado', 'Yuca Con Mojo', 'Media Noche Sandwich', 'Sandwich De Bistec']"
Lucky’s Sandwich Company,/biz/luckys-sandwich-company-chicago-2,3.5,519,"Chicago, IL","Bars, Sandwiches",519,-1,"3472 N Clark St, Chicago, IL 60657",/menu/luckys-sandwich-company-chicago-2,1,"['2 Bagger Sandwich', 'Blue Demon Sandwich', 'Pollo Loco Sandwich', 'Big Kahuna Sandwich']"
Elly’s Pancake House,/biz/ellys-pancake-house-norridge,4.0,510,"Chicago, IL",Breakfast & Brunch,510,-1,"5050 N Cumberland Ave, Norridge, IL 60706",/menu/ellys-pancake-house-norridge,1,"['Kids French Toast', 'Skirt Steak and Eggs', 'Ole Skillet', 'Morning Sunrise Omelette']"
Benchmark,/biz/benchmark-chicago-2,3.5,483,"Chicago, IL","Bars, Breakfast & Brunch, Burgers",483,-1,"1510 N Wells St, Chicago, IL 60610",/menu/benchmark-chicago-2/to-go-menu,1,"['Fish Tacos', 'Lamb Chops', 'Victoria', 'Mini Burgers', 'Turkey Burger']"
Inchin Bamboo Garden,/biz/inchin-bamboo-garden-scottsdale,3.0,278,"Phoenix, AZ","Chinese, Indian, Asian Fusion",277,-1,"10050 N Scottsdale Rd, Scottsdale, AZ 85253",,0,"['Hakka Noodles', 'Chicken 65', 'Burnt Garlic Chili Rice', 'Cauliflower Manchurian', 'Chili Garlic Noodles', 'Lamb', 'Lat Mai Paneer', 'Chicken Manchurian', 'Pan-fried Chili Paneer', 'Spring Rolls']"
Flaco’s Tacos,/biz/flacos-tacos-chicago-2,3.5,478,"Chicago, IL",Mexican,478,-1,"46 E Chicago Ave, Chicago, IL 60611",/menu/flacos-tacos-chicago-2,1,"['Special Taco Tuesday Special-pick Up Only', 'Al Pastor Taco', 'Mini Burritos Thursday Special', 'Flaco Bowl', 'Pulled Pork Tamale', 'Cowboy Taco', 'Taco Combo', 'Braised Chicken Tamale', 'Shrimp Tacos Friday Special']"
Chant,/biz/chant-chicago,3.5,473,"Chicago, IL","Asian Fusion, Thai, Cocktail Bars",473,-1,"1509 E 53rd St, Chicago, IL 60615",/menu/chant-chicago,1,"['Pad Thai', 'Lobster Rangoon', 'Duck Tacos', 'Honey Chipotle Wings', 'Short Rib', 'Shrimp Mango Salad', 'Grilled Lamb Chops', 'Crusted Crab Cakes', 'Avocado Roll', 'Coconut Shrimp']"
Sushi + Rotary Sushi Bar - Boystown,/biz/sushi-rotary-sushi-bar-boystown-chicago,4.5,480,"Chicago, IL","Conveyor Belt Sushi, Sushi Bars, Ramen",480,-1,"3219 North Broadway, Chicago, IL 60657",/menu/sushi-rotary-sushi-bar-boystown-chicago,1,"['Fiesta Roll', 'Oyster Shooters', 'Takoyaki', 'Dragon Maki']"
Lucky Strike Phoenix,/biz/lucky-strike-phoenix-phoenix,3.5,265,"Phoenix, AZ","Bowling, Venues & Event Spaces, American (Traditional)",264,-1,"50 W Jefferson St, Phoenix, AZ 85003",,0,[]
Tortoise Supper Club,/biz/tortoise-supper-club-chicago-2,4.0,507,"Chicago, IL","Supper Clubs, Seafood, Steakhouses",507,-1,"350 N State St, Chicago, IL 60654",/menu/tortoise-supper-club-chicago-2/take-out-curbside-menu,1,"['Cherry Pie', 'Chilean Sea Bass', 'Tortoise Pie', 'Berkshire Pork Chop', 'Skirt Steak Frites', 'Steak Tartare', 'Caesar Salad', 'Prime Rib', 'Roasted Amish Chicken', 'Wedge Salad']"
Duffy’s Tavern and Grille,/biz/duffys-tavern-and-grille-chicago,3.0,470,"Chicago, IL","Sports Bars, American (Traditional)",470,-1,"420 W Diversey Pkwy, Chicago, IL 60614",/menu/duffys-tavern-and-grille-chicago/main-menu,1,[]
Bella Bacinos,/biz/bella-bacinos-chicago,3.5,463,"Chicago, IL","Pizza, Italian, Breakfast & Brunch",463,-1,"66 E Wacker Pl, Chicago, IL 60601",/menu/bella-bacinos-chicago,1,"['Poached Pear and Gorgonzola Salad', 'Tiramisu', 'Mixed Mushroom Rigatoni', ""Thin Crust Bacino's Spinach Pizza"", 'Warm Goat Cheese Salad']"
Dolo Restaurant and Bar,/biz/dolo-restaurant-and-bar-chicago-3,4.0,472,"Chicago, IL","Dim Sum, Bars, Seafood",473,-1,"2222 S Archer Ave, Chicago, IL 60616",/menu/dolo-restaurant-and-bar-chicago-3,1,"['Fried Shrimp Dumplings', 'Sesame Spare Ribs', 'Walnut Shrimp', 'Dolo Seafood Combo', 'Ginger and Scallion Short Ribs with Mushrooms', '1 Lb. Crab Leg', 'Salt and Pepper Enoki Mushroom', 'Salt and Pepper Shrimp', 'Lamb Chops', 'Sweet and Sour Pork']"
312 Chicago,/biz/312-chicago-chicago,3.5,449,"Chicago, IL","Italian, Bars, Breakfast & Brunch",449,-1,"136 N LaSalle St, Chicago, IL 60602",/menu/312-chicago-chicago,1,"['Roasted Pork Chop', 'Short Rib', 'Buffala', 'Prix Fixe Lunch', 'Caesar Salad', 'Beef Tenderloin', 'Branzino', 'Seared Scallops']"
Kanela Breakfast Club,/biz/kanela-breakfast-club-chicago-2,3.5,460,"Chicago, IL","Breakfast & Brunch, Coffee & Tea, Sandwiches",460,-1,"1552 N Wells St, Chicago, IL 60610",/menu/kanela-breakfast-club-chicago-2,1,"['Red Velvet French Toast', 'Crab Cake Benedict', 'Fried Chicken and Waffles', 'Lorraine Scramble', 'Spicy Feta Omelette', 'Fried Egg Sandwich', 'Avocado Toast', 'California Benedict', 'Egg White Omelette', 'Chorizo and Eggs']"
Cocina TARASCAS Mexican Restaurant,/biz/cocina-tarascas-mexican-restaurant-chicago-2,3.5,460,"Chicago, IL","Mexican, Caribbean",460,-1,"2585 N Clark St, Chicago, IL 60614",/menu/cocina-tarascas-mexican-restaurant-chicago-2,1,"['Enchiladas', 'Quesadilla', 'Asada', 'Fish Tacos', 'Cuban Quesadilla', 'Chimichanga', 'Caribbean Chicken', 'Queso Fundido', 'Mahi-mahi']"
Bibim Town,/biz/bibim-town-chicago,4.5,92,"Chicago, IL",Korean,92,-1,"5357 N Broadway St, Chicago, IL 60640",/menu/bibim-town-chicago,1,"['Dumplings', 'Bibim Bap', 'Ssam Bap', 'Cup Bap', 'Korean Ramen', 'Bibim Kimchi Guksu']"
Acadia,/biz/acadia-chicago,4.0,497,"Chicago, IL","American (New), Bars",497,-1,"1639 S Wabash Ave, Chicago, IL 60616",/menu/acadia-chicago/wine-list,1,"['Lobster Roll', 'Course Tasting', 'Foie Gras', 'Lobster Pie', 'Pork Belly', 'Stonington Lobster', 'Whoopie Pies', 'Lobster Bisque', 'Wagyu Beef', 'Bahn Mi Sandwich']"
Old Town Pour House,/biz/old-town-pour-house-chicago,3.5,455,"Chicago, IL","American (Traditional), Sports Bars",455,-1,"1419 N Wells St, Chicago, IL 60610",/menu/old-town-pour-house-chicago/brunch-menu,1,"['Pork Belly', 'Truffle Mac', 'Cajun Chicken Firecracker Rolls', 'Buffalo Shrimp', 'Pulled Pork Sandwich', 'Fish Tacos', 'Short Rib Tacos', 'Filet Mignon Sliders', 'Fish and Chips', 'Crab Fondue']"
Butters Pancakes & Café,/biz/butters-pancakes-and-caf%C3%A9-scottsdale-2,4.5,1815,"Phoenix, AZ","Cafes, Breakfast & Brunch, American (Traditional)",1814,-1,"8300 N Hayden Rd, Scottsdale, AZ 85258",,0,"['French Toast', 'Eggs Benedict', 'New Mexico Omelette', 'Corned Beef Hash Skillet', 'Whole Hog Skillet', 'Mexico Skillet', 'Scrambled Eggs', 'Egg White Omelet', 'Mexicana Omelette', 'California Scramble']"
Ling & Louie’s Asian Bar and Grill,/biz/ling-and-louies-asian-bar-and-grill-scottsdale,4.0,417,"Phoenix, AZ","Asian Fusion, Chinese",418,-1,"9397 E Shea Blvd, Scottsdale, AZ 85260",,0,"['Evil Jungle Princess', 'Lettuce Wraps', 'Firecracker Chicken', 'Pad Thai', ""General Ling's Crispy Chicken"", 'Crab Wontons', 'Orange Peel Chicken', 'Seafood Hot Pot', 'Potstickers', 'Mongolian Beef']"
Salt Tacos y Tequila,/biz/salt-tacos-y-tequila-glendale-3,3.0,456,"Phoenix, AZ","Mexican, Cocktail Bars",454,-1,"6751 N Sunset Blvd, Glendale, AZ 85305",/menu/salt-tacos-y-tequila-glendale-3,1,"['Carne Asada Tacos', 'Fajitas', 'Carnitas Burrito']"
Angry Crab - Peoria,/biz/angry-crab-peoria-peoria,4.5,714,"Phoenix, AZ","Cajun/Creole, Seafood, American (Traditional)",709,-1,"7608 W Cactus Rd, Peoria, AZ 85381",/menu/angry-crab-peoria-peoria,1,"['Snow Crab', 'King Crab', 'Gumbo', 'Kids Fried Shrimp', 'Breaded Shrimp Basket']"
Marie’s Pizza & Liquors,/biz/maries-pizza-and-liquors-chicago,3.5,441,"Chicago, IL","Beer, Wine & Spirits, Pizza, Salad",441,"[(340, 440)]","4127 W Lawrence Ave, Chicago, IL 60630",/menu/maries-pizza-and-liquors-chicago,1,"['Sausage Pizza', ""Marie's Special Pizza"", 'Spaghetti']"
Kaiser Tiger,/biz/kaiser-tiger-chicago-2,3.5,448,"Chicago, IL","American (New), Bars, Venues & Event Spaces",448,"[(340, 447)]","1415 W Randolph St, Chicago, IL 60607",/menu/kaiser-tiger-chicago-2/main-menu,1,"['Bacon Wrapped Dates', 'Bacon Grenades', 'Beer and Bacon', 'The Happy Gaucho', 'Chicken Sammich', 'Chicken Muchacho']"
Tecalitlan Restaurant,/biz/tecalitlan-restaurant-chicago-3,3.5,441,"Chicago, IL",Mexican,441,-1,"1814 W Chicago Ave, Chicago, IL 60622",/menu/tecalitlan-restaurant-chicago-3,1,"['Fajitas', 'Carne Asada', 'Queso Fundido']"
China Chili,/biz/china-chili-phoenix,4.0,622,"Phoenix, AZ",Chinese,621,-1,"302 E Flower St, Phoenix, AZ 85012",/menu/china-chili-phoenix,1,"['Orange Chicken', 'Hot & Sour Soup', 'Mongolian Beef', 'Honey Walnut Prawns', 'House Special Chicken', 'Pot Stickers', 'Kung Pao Chicken', 'House Fried Rice', 'Sizzling Rice Soup', 'Pillow Chicken']"
Kirkwood Bar & Grill,/biz/kirkwood-bar-and-grill-chicago-2,3.5,447,"Chicago, IL","Bars, American (Traditional)",447,-1,"2934 N Sheffield Ave, Chicago, IL 60657",/menu/kirkwood-bar-and-grill-chicago-2/to-go-menu,1,"['Turkey Burger', 'Fish Tacos', 'Fishbowls']"
Mity Nice,/biz/mity-nice-chicago-15,4.0,433,"Chicago, IL","American (Traditional), Bars, Steakhouses",433,-1,"835 N Michigan Ave, Chicago, IL 60611",/menu/mity-nice-chicago-15/gluten-free-lunch,1,"['Deviled Eggs', 'Chicken Pot Pie', 'Acapulco Salad', 'Cheeseburger', 'Veggie Burger', 'Grilled Chicken Chopped Salad', 'Baja Tuna Tacos', ""Dr. Bob's Turkey Burger"", 'Green Chili Enchiladas', 'Sonoma Salad']"
Fireplace Inn,/biz/fireplace-inn-chicago,3.0,431,"Chicago, IL","Barbeque, Sports Bars, American (Traditional)",432,-1,"1448 N Wells St, Chicago, IL 60610",/menu/fireplace-inn-chicago,1,"['Baby Back Ribs', 'Rack of Ribs', 'BBQ Brisket Sandwich']"
Gaylord Fine Indian Cuisine,/biz/gaylord-fine-indian-cuisine-chicago-11,3.5,436,"Chicago, IL",Indian,436,-1,"100 E Walton St, Chicago, IL 60611",/menu/gaylord-fine-indian-cuisine-chicago-11,1,"['Chicken Tikka', 'Chicken Tikka Masala', 'Samosa', 'Saag Paneer', 'Chicken Vindaloo', 'Roti', 'Paneer Makhani', 'Bhindi', 'Gulab Jamun', 'Dal Makhani']"
Portillo’s Hot Dogs,/biz/portillos-hot-dogs-skokie-14,4.0,429,"Chicago, IL","Hot Dogs, Salad, Burgers",429,-1,"9400 Skokie Blvd, Skokie, IL 60077",/menu/portillos-hot-dogs-skokie-14,1,"['Jumbo Hot Dog', 'Chopped Salad', 'Big Beef', 'Chili Cheese Dog', 'Char-grilled Maxwell Street Style Polish', 'Char-grilled Italian Sausage', 'Beef-n-cheddar Croissant']"
Delia’s Kitchen,/biz/delias-kitchen-oak-park,4.0,428,"Chicago, IL","American (Traditional), Breakfast & Brunch, Coffee & Tea",429,"[(0, 0)]","1034 W Lake St, Oak Park, IL 60301",/menu/delias-kitchen-oak-park,1,"['Santa Fe Skillet', 'Fire Alarm Omelette', 'California Egg White Omelette', 'Sassy Eggs', 'Brioche French Toast', 'Fresh Blueberry Waffle', 'Spicy Veggie Burger Melt']"
Naansense,/biz/naansense-chicago,4.0,466,"Chicago, IL","Indian, Vegetarian, Vegan",466,-1,"171 N Wells St, Chicago, IL 60606",/menu/naansense-chicago,1,"['Chicken Naanwich', 'Cool Garlic Yogurt Chutney', 'Lamb Naanwich', 'Naan Tacos', 'Brown Rice Bowl', 'Cilantro Mint Chutney', 'Cashew Ginger', 'Roti Rolls', 'Potato Samosas', 'Naan Wrap']"
Chicago’s Dog House,/biz/chicagos-dog-house-chicago-2,4.0,430,"Chicago, IL","Hot Dogs, Fast Food",430,-1,"816 W Fullerton Ave, Chicago, IL 60614",/menu/chicagos-dog-house-chicago-2,1,"['Chicago Style Hot Dog', 'French Poodle Hot Dog', 'Deep-fried Twinkie']"
The Piggery,/biz/the-piggery-chicago,3.5,469,"Chicago, IL","Barbeque, Sports Bars",468,-1,"1625 W Irving Park Rd, Chicago, IL 60613",/menu/the-piggery-chicago/main-menu,1,"['Pulled Pork', 'Piggery Cuban Sandwich', 'Chicken and Waffle', 'Firecrackers', 'Chorizo', 'Southwest Pulled Pork Salad', 'Fried Chicken', 'Pork Belly', 'Pulled Pork Burger', 'Southwest']"
Kimchi Pop,/biz/kimchi-pop-chicago,4.5,128,"Chicago, IL",Korean,128,-1,"939 N Ashland Ave, Chicago, IL 60622",,0,"['Dumpling Soup', 'Cafe Ramen', 'Duk Bo Ki', 'Korean Curry']"
Deluxburger Express,/biz/deluxburger-express-phoenix,2.0,132,"Phoenix, AZ",Burgers,132,-1,"Phoenix, AZ 85034",,0,[]
CK’s Tavern & Grill,/biz/cks-tavern-and-grill-phoenix,4.0,249,"Phoenix, AZ","American (Traditional), Sandwiches, Sports Bars",250,-1,"4142 E Chandler Blvd, Phoenix, AZ 85048",,0,[]
Mrs Chicken,/biz/mrs-chicken-phoenix-3,4.0,150,"Phoenix, AZ","Chicken Shop, American (Traditional)",150,-1,"4011 N 32nd St, Phoenix, AZ 85018",/menu/mrs-chicken-phoenix-3,1,"['Yardbyrd Sandwich', 'Leg Quarter', 'Breast Quarter']"
The Sandlot,/biz/the-sandlot-park-ridge,4.5,324,"Chicago, IL","American (Traditional), Burgers",326,-1,"1120 W Touhy Ave, Park Ridge, IL 60068",/menu/the-sandlot-park-ridge,1,[]
Sakana Sushi & Grill,/biz/sakana-sushi-and-grill-phoenix,4.0,506,"Phoenix, AZ","Japanese, Sushi Bars, Seafood",507,-1,"5061 E Elliot Rd, Phoenix, AZ 85044",/menu/sakana-sushi-and-grill-phoenix,1,"['Spicy Tuna Roll', 'Shrimp Tempura', 'Yellowtail', 'Baked Scallop Roll', 'Shrimp Tempura Roll', 'Rainbow Roll', 'Crunchy Eel Roll', 'Seaweed Salad']"
La Piazza al Forno,/biz/la-piazza-al-forno-glendale,4.0,583,"Phoenix, AZ","Italian, Pizza",581,-1,"5803 W Glendale Ave, Glendale, AZ 85301",/menu/la-piazza-al-forno-glendale,1,"['Italian Stallion', 'Rigatoni Al Forno', 'Chicken Pesto Lasagna', 'Stuffed Shrimp', 'Chicken Marsala', 'Salvatore', 'Bruschetta', 'Bianca', 'Fried Ravioli', 'Calzone']"
Bar Louie - Tempe Marketplace,/biz/bar-louie-tempe-marketplace-tempe,3.0,537,"Phoenix, AZ","Bars, American (New), Gastropubs",540,-1,"2000 Rio Salado Pkwy, Tempe, AZ 85281",/menu/bar-louie-tempe-marketplace-tempe,1,"['Drunken Fish and Chips', 'Buffalo Chicken', 'Boneless Wings', 'Melissa', 'Buffalo Wings', 'Lettuce Wraps', 'Bruschetta', 'Bucket']"
Rula Bula,/biz/rula-bula-tempe-4,4.0,604,"Phoenix, AZ","Irish, Irish Pub",604,-1,"401 S Mill Ave, Tempe, AZ 85281",/menu/rula-bula-tempe-4,1,"['Signature Fish and Chips', ""Shepherd's Pie"", 'Irish Chips with Dipping Sauce Lunch', '6 Each Hot Bollix Spicy Potato Balls Lunch', 'Corned Beef and Cabbage']"
Old Crow Smokehouse,/biz/old-crow-smokehouse-chicago,3.0,430,"Chicago, IL",Barbeque,429,-1,"3506 N Clark St, Chicago, IL 60657",/menu/old-crow-smokehouse-chicago/dine-in-menu,1,"['Brisket', 'Pulled Pork', 'Pulled Pork Sliders']"
Kona Grill,/biz/kona-grill-scottsdale,3.5,502,"Phoenix, AZ","American (Traditional), Sushi Bars",500,-1,"7014 E Camelback Rd, Scottsdale, AZ 85251",/menu/kona-grill-scottsdale/take-out-and-delivery-menu,1,"['Macadamia Nut Chicken*', 'Avocado Egg Rolls', 'Crunchy Spicy Tuna Roll* **', 'Chicken Satay', 'Crab Crunch Roll', 'Crab Crunch', 'California Roll', 'BBQ Chicken Flatbread', 'Kona Chopped Salad', 'Shrimp Tempura']"
Culinary Dropout,/biz/culinary-dropout-tempe,4.0,1957,"Phoenix, AZ",American (New),1960,-1,"149 S Farmer, Tempe, AZ 85281",/menu/culinary-dropout-tempe/menu,1,"['Fried Chicken', 'Soft Pretzels & Provolone Fondue', 'Turkey Pastrami', 'The Pub Burger', 'Seared Tuna Salad', 'Antipasti', '36-hour Pork Ribs', 'Korean Style Ribeye Cap']"
New India Gate,/biz/new-india-gate-chandler-2,4.5,626,"Phoenix, AZ","Indian, Halal, Buffets",626,-1,"4939 W Ray Rd, Chandler, AZ 85226",,0,"['Chicken Tikka', 'Chicken Tikka Masala', 'Tandoori Chicken', 'Chicken Curry', 'Chicken Vindaloo', 'Lamb Vindaloo', 'Saag Paneer', 'Chicken Korma', 'Paneer Tikka', 'Shrimp Korma']"
Rally’s,/biz/rallys-phoenix,2.0,72,"Phoenix, AZ","Burgers, Fast Food",72,-1,"1345 West Camelback Rd, Phoenix, AZ 85013",,0,[]
Cafe Monarch,/biz/cafe-monarch-scottsdale-14,4.5,844,"Phoenix, AZ","American (New), Wine Bars",839,-1,"6939 E 1st Ave, Scottsdale, AZ 85251",/menu/cafe-monarch-scottsdale-14,1,"['Roasted Cauliflower Soup', 'Macadamia Nut Crusted Chilean Sea Bass', 'Cast Iron Seared Filet Mignon', 'Rum Cake', 'Jumbo Lump Crab Cake', 'Seafood Risotto']"
Wildfire,/biz/wildfire-chicago,4.0,1081,"Chicago, IL","American (Traditional), Steakhouses, Seafood",1081,"[(680, 1080)]","159 W Erie St, Chicago, IL 60654",/menu/wildfire-chicago/carry-out,1,"['Filet Mignon', 'Prime Rib', 'Cedar-planked Salmon', 'Homemade Key Lime Pie', 'Petite Filet Mignon', 'Oven-roasted Lump Crab Cakes', 'Creamed Spinach', 'Porterhouse', 'Macadamia Nut Crusted Halibut', 'Mushroom-crusted Fancy Pork Chops']"
Merci French Cafe & Patisserie,/biz/merci-french-cafe-and-patisserie-scottsdale,4.0,398,"Phoenix, AZ","Cafes, Breakfast & Brunch, French",398,-1,"7620 E Indian School Rd, Scottsdale, AZ 85251",,0,"['Eggs Benedict', 'French Onion Soup', 'French Toast', 'Croque Madame', 'Almond Croissant', 'Chocolate Croissant', 'Duck Confit', 'Lamb Burger', 'Eggs Florentine', 'Crab Cake Burger']"
City Winery,/biz/city-winery-chicago-chicago-3,3.5,1047,"Chicago, IL","American (New), Wine Bars, Venues & Event Spaces",1047,"[(80, 1046)]","1200 W Randolph St, Chicago, IL 60607",/menu/city-winery-chicago-chicago-3/restaurant-menu,1,"['Duck Tacos', 'Skirt Steak', 'Mushroom Flatbread', 'Chicken Meatballs', 'Pork Belly']"
Sierra Bonita Grill,/biz/sierra-bonita-grill-phoenix-2,4.0,434,"Phoenix, AZ","American (Traditional), Bars, Venues & Event Spaces",434,-1,"6933 N 7th St, Phoenix, AZ 85014",/menu/sierra-bonita-grill-phoenix-2/lunch-and-dinner,1,"['Carne Asada', 'Buttermilk Chicken', 'Smoked Red or Green Chile Pork Roast', 'Bacon-wrapped Shrimp', 'Grilled Coriander Crusted Fish Tacos', 'Carne Asada Tacos', 'Pork Osso Bucco', 'Azteca Soup', 'Buttermilk Pie', 'Breakfast Enchiladas']"
Tottie’s Asian Fusion,/biz/totties-asian-fusion-scottsdale-2,4.0,423,"Phoenix, AZ","Asian Fusion, Vietnamese, Thai",420,-1,"7901 E Thomas Rd, Scottsdale, AZ 85251",/menu/totties-asian-fusion-scottsdale-2,1,"['Pad Thai', 'Panang', 'Tottie Rolls', 'Spring Rolls', 'Chiang Mai Noodles', 'Soft Shell Crab with Curry', 'Kang Keo Wan', 'Bun Tom', 'Thai Fried Rice', 'Tom Yum']"
Kwan & Wok Chinese Restaurant,/biz/kwan-and-wok-chinese-restaurant-phoenix,3.5,74,"Phoenix, AZ",Chinese,74,-1,"1702 W Camelback Rd, Phoenix, AZ 85015",/menu/kwan-and-wok-chinese-restaurant-phoenix,1,"['Orange Chicken', 'Teriyaki Chicken', 'Pork Fried Rice', 'Sweet and Sour Pork Combo Plate', 'Sweet and Sour Chicken', 'Sweet and Sour Chicken Combo Plate']"
